,job_name,domain_x,domain_y,plot_x,plot_y,house_domain_fraction,trees_domain_fraction,run_time,sw_count,ej_count,sweep_perc,delta_s0_bounds_perc
0,20211206T045257,96,216,32,36,4,8,600,120300,126139,0.38676697530864196,0.21931584362139916
