,job_name,domain_x,domain_y,plot_x,plot_y,house_domain_fraction,trees_domain_fraction,run_time,sw_count,ej_count,sweep_perc,delta_s0_bounds_perc
0,20211206T045756,96,216,96,72,4,8,600,111095,117914,0.3571727109053498,0.21208204732510288
