,job_name,domain_x,domain_y,plot_x,plot_y,house_domain_fraction,trees_domain_fraction,run_time,sw_count,ej_count,sweep_perc,delta_s0_bounds_perc
0,20211206T052144,96,216,96,72,4,4,600,92433,108458,0.29717399691358026,0.17862975823045268
