,job_name,domain_x,domain_y,plot_x,plot_y,house_domain_fraction,trees_domain_fraction,run_time,sw_count,ej_count,sweep_perc,delta_s0_bounds_perc
0,20211206T051455,96,216,32,24,4,4,600,109202,102239,0.3510866769547325,0.20182291666666666
