,job_name,domain_x,domain_y,plot_x,plot_y,house_domain_fraction,trees_domain_fraction,run_time,sw_count,ej_count,sweep_perc,delta_s0_bounds_perc
0,20211206T052325,96,216,96,108,4,4,600,116201,116126,0.3735886059670782,0.21759902263374487
