,job_name,domain_x,domain_y,plot_x,plot_y,house_domain_fraction,trees_domain_fraction,run_time,sw_count,ej_count,sweep_perc,delta_s0_bounds_perc
0,20211206T045618,96,216,48,72,4,8,600,132640,126823,0.426440329218107,0.2612397119341564
