,job_name,domain_x,domain_y,plot_x,plot_y,house_domain_fraction,trees_domain_fraction,run_time,sw_count,ej_count,sweep_perc,delta_s0_bounds_perc
0,20211206T045439,96,216,32,72,4,8,600,125671,125937,0.40403485082304524,0.18909143518518517
